Id,Weekly_Sales
7_93_2013-02-22,2685.7565352501974
7_93_2013-03-01,1330.4145362954628
7_93_2013-03-08,3430.2185110874275
7_93_2013-03-15,1418.9188087542288
7_93_2013-03-22,1488.5555546142862
7_93_2013-03-29,219.83411852193564
7_93_2013-04-05,1254.8582893411588
7_93_2013-04-12,785.762730389773
7_93_2013-04-19,752.7978988621761
7_93_2013-04-26,495.0468443915513
7_93_2013-05-03,876.7058137143835
7_93_2013-05-10,444.0236163184461
7_93_2013-05-17,1435.6137853770686
7_93_2013-05-24,-579.1936293633294
7_93_2013-05-31,77.98510824070358
7_93_2013-06-07,4205.340795459833
7_93_2013-06-14,2632.215494201491
7_93_2013-06-21,2167.818183241676
7_93_2013-06-28,2081.5265517500957
7_93_2013-07-05,7781.12893062507
7_93_2013-07-12,3353.98168394554
7_93_2013-07-19,4238.639043303528
7_93_2013-07-26,2595.302153974153
7_94_2012-11-02,-230.42434734994083
7_94_2012-11-09,-567.8031085705364
7_94_2012-11-16,-34.646428953786945
7_94_2012-11-23,1945.0547221482013
7_94_2012-11-30,1460.0902763827883
7_94_2012-12-07,1085.4046841851703
7_94_2012-12-14,2814.3400809926366
7_94_2012-12-21,4451.0050247901945
7_94_2012-12-28,3161.9037767011087
7_94_2013-01-04,5587.27408146748
7_94_2013-01-11,5315.194763939468
7_94_2013-01-18,3031.7101754061005
7_94_2013-01-25,4436.330136801023
7_94_2013-02-01,4370.065032068665
7_94_2013-02-08,3710.7108804835834
7_94_2013-02-15,2937.9234148291443
7_94_2013-02-22,3168.9025708893696
7_94_2013-03-01,2727.888066803121
7_94_2013-03-08,2996.337813988737
7_94_2013-03-15,1899.0591941242499
7_94_2013-03-22,2606.6422373623295
7_94_2013-03-29,2559.4162158716617
7_94_2013-04-05,1501.9120528269646
7_94_2013-04-12,1623.042752660638
7_94_2013-04-19,1795.0217051102084
7_94_2013-04-26,2815.5306437189734
7_94_2013-05-03,2286.5714942751347
7_94_2013-05-10,2324.735006873091
7_94_2013-05-17,2446.7278135994757
7_94_2013-05-24,1357.6266218946525
7_94_2013-05-31,2329.547112679566
7_94_2013-06-07,5099.81786270219
7_94_2013-06-14,3124.727378090358
7_94_2013-06-21,2828.343076907507
7_94_2013-06-28,3351.9616484675907
7_94_2013-07-05,5585.229071650934
7_94_2013-07-12,3345.563733552228
7_94_2013-07-19,3688.4935470510186
7_94_2013-07-26,4604.575844835692
7_95_2012-11-02,33868.17302663139
7_95_2012-11-09,31345.73587105833
7_95_2012-11-16,33019.03049145152
7_95_2012-11-23,34993.29190811464
7_95_2012-11-30,33450.605676110106
7_95_2012-12-07,34030.65067354706
7_95_2012-12-14,41487.93145372294
7_95_2012-12-21,46318.96813717099
7_95_2012-12-28,38792.86648706691
7_95_2013-01-04,44855.31633661343
7_95_2013-01-11,41006.9050239302
7_95_2013-01-18,39056.49824609504
7_95_2013-01-25,39752.60538448
7_95_2013-02-01,42727.54189785688
7_95_2013-02-08,37418.47988018217
7_95_2013-02-15,36061.25764103278
7_95_2013-02-22,37553.98764283614
7_95_2013-03-01,40541.0654263229
7_95_2013-03-08,39422.88831728836
7_95_2013-03-15,35444.87742558119
7_95_2013-03-22,35682.48745256357
7_95_2013-03-29,34672.301306113004
7_95_2013-04-05,34246.0026618294
7_95_2013-04-12,32782.63075603208
7_95_2013-04-19,35263.280606946966
7_95_2013-04-26,32085.265691347144
7_95_2013-05-03,33758.60040066778
7_95_2013-05-10,34897.04288166539
7_95_2013-05-17,37115.570719350144
7_95_2013-05-24,34962.40177395467
7_95_2013-05-31,36290.38488835961
7_95_2013-06-07,39894.62582648711
7_95_2013-06-14,38872.426415358015
7_95_2013-06-21,36088.14757322843
7_95_2013-06-28,39900.649535360586
7_95_2013-07-05,48819.10666091747
7_95_2013-07-12,43337.65857857579
7_95_2013-07-19,44037.06593645657
7_95_2013-07-26,41856.01113772197
7_96_2012-11-02,1559.3436687150297
7_96_2012-11-09,550.9789770078011
7_96_2012-11-16,238.92508003847317
7_96_2012-11-23,5654.914106228472
7_96_2012-11-30,3433.113935825192
7_96_2012-12-07,493.77675251221626
7_96_2012-12-14,2440.341289542964
7_96_2012-12-21,5573.174146531355
7_96_2012-12-28,5721.699899690281
7_96_2013-01-04,8344.480959186098
7_96_2013-01-11,5460.48834814213
7_96_2013-01-18,3487.015658891321
7_96_2013-01-25,4543.246767374709
7_96_2013-02-01,3670.4428656749583
7_96_2013-02-08,1589.537000296597
7_96_2013-02-15,1557.4768337291327
7_96_2013-02-22,2671.1664445761526
7_96_2013-03-01,2567.9042121311095
7_96_2013-03-08,2886.9245076683465
7_96_2013-03-15,1578.4481853962372
7_96_2013-03-22,2498.4200445633173
7_96_2013-03-29,1010.9144916116413
7_96_2013-04-05,1626.4598422077556
7_96_2013-04-12,-472.50824367546534
7_96_2013-04-19,515.7889820035533
7_96_2013-04-26,492.3000668631297
7_96_2013-05-03,-607.6139580948714
7_96_2013-05-10,-378.69028006639337
7_96_2013-05-17,-887.0334501711409
7_96_2013-05-24,-1120.039875780032
7_96_2013-05-31,-114.87924046247836
7_96_2013-06-07,1855.000097581016
7_96_2013-06-14,270.9994733421243
7_96_2013-06-21,-277.48261879638807
7_96_2013-06-28,1245.0102647750764
7_96_2013-07-05,4084.938015879147
7_96_2013-07-12,660.8162745178806
7_96_2013-07-19,1844.5904404104142
7_96_2013-07-26,953.5097198941883
7_97_2012-11-02,5424.356504257122
7_97_2012-11-09,5041.956202992003
7_97_2012-11-16,4586.478037158071
7_97_2012-11-23,4182.584757996001
7_97_2012-11-30,4009.2497241071064
7_97_2012-12-07,5282.727575772118
7_97_2012-12-14,6047.351463311651
7_97_2012-12-21,6811.047373837215
7_97_2012-12-28,6614.6070784657395
7_97_2013-01-04,9470.94458486822
7_97_2013-01-11,8178.010479085901
7_97_2013-01-18,6387.540232880602
7_97_2013-01-25,6836.244753600693
7_97_2013-02-01,6922.637425291866
7_97_2013-02-08,6399.197302193789
7_97_2013-02-15,5087.909107922748
7_97_2013-02-22,6219.942185091582
7_97_2013-03-01,5494.129393151605
7_97_2013-03-08,6307.72486989868
7_97_2013-03-15,5070.439300810153
7_97_2013-03-22,4828.822538538745
7_97_2013-03-29,4578.5920987662785
7_97_2013-04-05,5003.518486402478
7_97_2013-04-12,4696.535382813308
7_97_2013-04-19,5183.122301530361
7_97_2013-04-26,4720.180178718515
7_97_2013-05-03,6646.485590789171
7_97_2013-05-10,6464.2379871434
7_97_2013-05-17,6823.92327899271
7_97_2013-05-24,6602.396544331548
7_97_2013-05-31,7346.071771108527
7_97_2013-06-07,8955.306237849998
7_97_2013-06-14,7928.057818607925
7_97_2013-06-21,7239.437332267447
7_97_2013-06-28,8123.523340626545
7_97_2013-07-05,9701.604659048318
7_97_2013-07-12,7430.442504366371
7_97_2013-07-19,7974.929640837555
7_97_2013-07-26,7310.450136671627
7_98_2012-11-02,43.35570316451749
7_98_2012-11-09,-3.2542787530494897
7_98_2012-11-16,-231.49216213538418
7_98_2012-11-23,1300.3818665974384
7_98_2012-11-30,1586.2575872070108
7_98_2012-12-07,536.7980296947361
7_98_2012-12-14,929.523160673007
7_98_2012-12-21,1643.4244581896135
7_98_2012-12-28,15.798318209316998
7_98_2013-01-04,1014.5318528750994
7_98_2013-01-11,574.2884038601214
7_98_2013-01-18,-39.4869677176352
7_98_2013-01-25,62.59804800583381
7_98_2013-02-01,1212.398817285567
7_98_2013-02-08,679.7061000981015
7_98_2013-02-15,434.980601297364
7_98_2013-02-22,748.5828678562208
7_98_2013-03-01,-28.809884969095098
7_98_2013-03-08,714.5253747744384
7_98_2013-03-15,165.43859792991452
7_98_2013-03-22,-22.544154960481457
7_98_2013-03-29,-69.33508457797234
7_98_2013-04-05,225.86494768939252
7_98_2013-04-12,261.28091580366146
7_98_2013-04-19,121.61275326862926
7_98_2013-04-26,112.38607183920686
7_98_2013-05-03,-890.9757393770811
7_98_2013-05-10,-551.6743252904715
7_98_2013-05-17,-771.8851143505843
7_98_2013-05-24,-1114.1477937754398
7_98_2013-05-31,-1262.3951625707534
7_98_2013-06-07,457.1926525541589
7_98_2013-06-14,-6.731057087539696
7_98_2013-06-21,-304.58754547376424
7_98_2013-06-28,-233.82476991421657
7_98_2013-07-05,655.6517334928607
7_98_2013-07-12,-651.149913785183
7_98_2013-07-19,-36.66907724184643
7_98_2013-07-26,-634.9636059103941
8_1_2012-11-02,18942.693381869085
8_1_2012-11-09,18265.661190152347
8_1_2012-11-16,13077.095303961725
8_1_2012-11-23,11463.816623859517
8_1_2012-11-30,15485.000330275627
8_1_2012-12-07,19669.54940226174
8_1_2012-12-14,32567.687230111467
8_1_2012-12-21,38198.5872690482
8_1_2012-12-28,11791.436698023153
8_1_2013-01-04,11053.22147026064
8_1_2013-01-11,12120.816993964656
8_1_2013-01-18,12401.387194972966
8_1_2013-01-25,11876.369778289418
8_1_2013-02-01,17404.601269208262
8_1_2013-02-08,13513.047652473893
8_1_2013-02-15,21756.430754567777
8_1_2013-02-22,17722.25328065275
8_1_2013-03-01,13664.153065426275
8_1_2013-03-08,16169.053068285459
8_1_2013-03-15,18608.76097123022
8_1_2013-03-22,15510.806703071059
8_1_2013-03-29,16482.205967794893
8_1_2013-04-05,21836.642771693365
8_1_2013-04-12,15858.22292366757
8_1_2013-04-19,17301.700702197064
8_1_2013-04-26,14690.138847441021
8_1_2013-05-03,16436.242226476257
8_1_2013-05-10,16442.67447528932
8_1_2013-05-17,11589.222344124528
8_1_2013-05-24,11435.356551776142
8_1_2013-05-31,9426.471681158466
8_1_2013-06-07,9829.756857562703
8_1_2013-06-14,9291.007529211018
8_1_2013-06-21,8446.91116431353
8_1_2013-06-28,9262.819190769314
8_1_2013-07-05,11900.487354893876
8_1_2013-07-12,9635.890073515986
8_1_2013-07-19,10047.521933009399
8_1_2013-07-26,8500.303284361158
8_2_2012-11-02,35325.01368394441
8_2_2012-11-09,34381.709560768686
8_2_2012-11-16,33981.21711561817
8_2_2012-11-23,35057.54834746519
8_2_2012-11-30,42005.54658616899
8_2_2012-12-07,37107.031362824884
8_2_2012-12-14,38981.064917651194
8_2_2012-12-21,45416.56047857866
8_2_2012-12-28,32072.00161589156
8_2_2013-01-04,34679.831501499684
8_2_2013-01-11,32649.62011075369
8_2_2013-01-18,32796.30275474173
8_2_2013-01-25,34444.66589225434
8_2_2013-02-01,38131.18760101677
8_2_2013-02-08,38624.795894397284
8_2_2013-02-15,36049.60420899178
8_2_2013-02-22,36471.46707582356
8_2_2013-03-01,36291.90936988563
8_2_2013-03-08,38865.56804132283
8_2_2013-03-15,36781.25778806535
8_2_2013-03-22,35878.56969076378
8_2_2013-03-29,35158.169617300984
8_2_2013-04-05,35662.925434888995
8_2_2013-04-12,34836.59835891931
8_2_2013-04-19,35665.876044850294
8_2_2013-04-26,34559.60401090411
8_2_2013-05-03,40223.47455206612
8_2_2013-05-10,38097.62250227858
8_2_2013-05-17,36266.004160130884
8_2_2013-05-24,37922.598604527804
8_2_2013-05-31,38829.49063675533
8_2_2013-06-07,40392.53661052084
8_2_2013-06-14,40005.907724826495
8_2_2013-06-21,38233.83326541172
8_2_2013-06-28,39832.56559432296
8_2_2013-07-05,41023.342843872124
8_2_2013-07-12,38872.827511636395
8_2_2013-07-19,38235.00477043381
8_2_2013-07-26,37648.939502269684
8_3_2012-11-02,7226.737858482397
8_3_2012-11-09,7827.127248267343
8_3_2012-11-16,7459.776745497217
8_3_2012-11-23,8248.620487455633
8_3_2012-11-30,9950.726472973163
8_3_2012-12-07,8572.67633425113
8_3_2012-12-14,9434.424754209607
8_3_2012-12-21,12435.969652257565
8_3_2012-12-28,6805.073415719609
8_3_2013-01-04,11420.03419482277
8_3_2013-01-11,10338.347819218268
8_3_2013-01-18,10588.179914837538
8_3_2013-01-25,9046.54323635221
8_3_2013-02-01,7444.736453620296
8_3_2013-02-08,8620.871947216932
8_3_2013-02-15,9276.389124032477
8_3_2013-02-22,7556.383408757351
8_3_2013-03-01,7958.327199009499
8_3_2013-03-08,7218.3995333738285
8_3_2013-03-15,7642.120873106471
8_3_2013-03-22,7084.0294404994775
8_3_2013-03-29,7600.76222141039
8_3_2013-04-05,9346.258142254974
8_3_2013-04-12,6936.847239302184
8_3_2013-04-19,7906.800506247657
8_3_2013-04-26,6915.461980009816
8_3_2013-05-03,10039.793596182813
8_3_2013-05-10,11244.249513902882
8_3_2013-05-17,11827.503306729694
8_3_2013-05-24,13091.95777747051
8_3_2013-05-31,14704.20302800499
8_3_2013-06-07,8656.751797261597
8_3_2013-06-14,11343.546725098107
8_3_2013-06-21,10828.799495135896
8_3_2013-06-28,9117.928154560686
8_3_2013-07-05,11984.046278498214
8_3_2013-07-12,16808.67956631467
8_3_2013-07-19,14781.056248607114
8_3_2013-07-26,16640.22814073022
8_4_2012-11-02,23462.72972022905
8_4_2012-11-09,23055.823368099496
8_4_2012-11-16,22271.68840772557
8_4_2012-11-23,27297.046603779756
8_4_2012-11-30,26622.853843792695
8_4_2012-12-07,24323.983157685623
8_4_2012-12-14,22554.465275049788
8_4_2012-12-21,24043.67960946167
8_4_2012-12-28,22184.478661955698
8_4_2013-01-04,22326.014431447802
8_4_2013-01-11,20245.76624280295
8_4_2013-01-18,20214.70646763392
8_4_2013-01-25,20015.420636450486
8_4_2013-02-01,22619.052980841152
8_4_2013-02-08,23910.16920351656
8_4_2013-02-15,21309.741394082463
8_4_2013-02-22,20990.613536627327
8_4_2013-03-01,21381.740318104163
8_4_2013-03-08,21865.077631965334
8_4_2013-03-15,21501.60350673157
8_4_2013-03-22,20960.75458108875
8_4_2013-03-29,20786.183806837045
8_4_2013-04-05,21875.540969316833
8_4_2013-04-12,20893.85322880327
8_4_2013-04-19,20698.854726379686
8_4_2013-04-26,20499.440271214487
8_4_2013-05-03,20951.487619878197
8_4_2013-05-10,20765.43936952353
8_4_2013-05-17,19904.78400006623
8_4_2013-05-24,20089.716229508085
8_4_2013-05-31,19889.181646328696
8_4_2013-06-07,21603.16738003363
8_4_2013-06-14,20283.539116318985
8_4_2013-06-21,19311.91455197385
8_4_2013-06-28,18951.799835372836
8_4_2013-07-05,23017.382278575617
8_4_2013-07-12,20838.88977430249
8_4_2013-07-19,21197.267453251065
8_4_2013-07-26,20142.15942485865
8_5_2012-11-02,24631.256283805396
8_5_2012-11-09,23801.98216612926
8_5_2012-11-16,24190.995603634325
8_5_2012-11-23,57120.26508004547
8_5_2012-11-30,33604.54698041167
8_5_2012-12-07,30484.156109437346
8_5_2012-12-14,43079.70103208185
8_5_2012-12-21,53750.98322854154
8_5_2012-12-28,28019.66486928649
8_5_2013-01-04,18854.431422107766
8_5_2013-01-11,16547.86182588169
8_5_2013-01-18,16959.93414276378
8_5_2013-01-25,17767.353361436228
8_5_2013-02-01,25244.660232727903
8_5_2013-02-08,20293.998527728894
8_5_2013-02-15,25190.51402981893
8_5_2013-02-22,25180.27220146163
8_5_2013-03-01,20442.86725139699
8_5_2013-03-08,21613.56297588725
8_5_2013-03-15,23663.80899609727
8_5_2013-03-22,21085.425750980507
8_5_2013-03-29,19894.261984391716
8_5_2013-04-05,18587.813127820653
8_5_2013-04-12,16473.965366813733
8_5_2013-04-19,15089.787730163627
8_5_2013-04-26,16994.359930871255
8_5_2013-05-03,14726.038083040155
8_5_2013-05-10,13558.141713963178
8_5_2013-05-17,13297.460518418455
8_5_2013-05-24,12859.031335347627
8_5_2013-05-31,14915.540371007646
8_5_2013-06-07,15488.552128622508
8_5_2013-06-14,16270.115884032984
8_5_2013-06-21,13933.001035334399
8_5_2013-06-28,14738.26629022987
8_5_2013-07-05,14943.506930665668
8_5_2013-07-12,13899.006156421608
8_5_2013-07-19,17464.07985282379
8_5_2013-07-26,18284.07870145912
8_6_2012-11-02,2757.821429290409
8_6_2012-11-09,2716.2696448752786
8_6_2012-11-16,3173.472632133097
8_6_2012-11-23,12059.803934115163
8_6_2012-11-30,8370.446088226514
8_6_2012-12-07,4391.938699778916
8_6_2012-12-14,7697.471115975291
8_6_2012-12-21,10997.080867035618
8_6_2012-12-28,4951.550336950474
8_6_2013-01-04,1640.35445797454
8_6_2013-01-11,1760.6784555383438
8_6_2013-01-18,1963.3475765416472
8_6_2013-01-25,1610.3003256158747
8_6_2013-02-01,1923.9526487821456
8_6_2013-02-08,1467.67864199662
8_6_2013-02-15,2318.0600583441114
8_6_2013-02-22,2192.238760429348
8_6_2013-03-01,1794.3438536751653
8_6_2013-03-08,1332.0626436576226
8_6_2013-03-15,2742.7279853589166
8_6_2013-03-22,2703.9193054176726
8_6_2013-03-29,1915.0177257332653
8_6_2013-04-05,2806.379302634446
8_6_2013-04-12,2257.9733281527374
8_6_2013-04-19,2476.5558687755456
8_6_2013-04-26,2398.961162300938
8_6_2013-05-03,4258.189191635698
8_6_2013-05-10,4063.017063253402
8_6_2013-05-17,4208.53180997559
8_6_2013-05-24,4062.939756153397
8_6_2013-05-31,4018.8986439926775
8_6_2013-06-07,3944.670222700346
8_6_2013-06-14,4394.262382109839
8_6_2013-06-21,4209.270148729479
8_6_2013-06-28,3597.685245827913
8_6_2013-07-05,3507.862256394473
8_6_2013-07-12,4405.663725831553
8_6_2013-07-19,4262.557788611139
8_6_2013-07-26,4263.829209429889
8_7_2012-11-02,19250.54882175027
8_7_2012-11-09,19724.645881706627
8_7_2012-11-16,22218.63239195639
8_7_2012-11-23,54725.175888583006
8_7_2012-11-30,64510.12957551491
8_7_2012-12-07,40770.9116157529
8_7_2012-12-14,57497.32483238327
8_7_2012-12-21,73359.8966444978
8_7_2012-12-28,31469.675077926557
8_7_2013-01-04,8617.307031388069
8_7_2013-01-11,8616.315155035538
8_7_2013-01-18,8584.31061835927
8_7_2013-01-25,9312.638330304144
8_7_2013-02-01,13838.938692244761
8_7_2013-02-08,14861.262572066329
8_7_2013-02-15,15434.948012477329
8_7_2013-02-22,14210.201107293287
8_7_2013-03-01,13613.110488568951
8_7_2013-03-08,15703.825974371279
8_7_2013-03-15,17176.051311865984
8_7_2013-03-22,18551.768149546053
8_7_2013-03-29,17396.383870353246
8_7_2013-04-05,17487.30633653318
8_7_2013-04-12,16285.295916683941
8_7_2013-04-19,16502.356186842564
8_7_2013-04-26,16774.440576468467
8_7_2013-05-03,16568.55193702021
8_7_2013-05-10,16778.034530674795
8_7_2013-05-17,17184.953374387776
8_7_2013-05-24,30333.46792033042
8_7_2013-05-31,28602.465478881993
8_7_2013-06-07,24346.126642253214
8_7_2013-06-14,25646.79166049066
8_7_2013-06-21,23261.263394379337
8_7_2013-06-28,21591.086618029603
8_7_2013-07-05,25406.84385053876
8_7_2013-07-12,19599.262837877748
8_7_2013-07-19,22880.114040235458
8_7_2013-07-26,23142.32307269825
8_8_2012-11-02,29722.304698471144
8_8_2012-11-09,29069.554851468238
8_8_2012-11-16,27013.314749926347
8_8_2012-11-23,27473.146947113564
8_8_2012-11-30,31841.743724827717
8_8_2012-12-07,28887.948838766755
8_8_2012-12-14,29715.195255421968
8_8_2012-12-21,31043.473147711502
8_8_2012-12-28,25331.099434791722
8_8_2013-01-04,28287.790770726493
8_8_2013-01-11,26766.88885424913
8_8_2013-01-18,26722.429043000375
8_8_2013-01-25,28229.311528040285
8_8_2013-02-01,30724.369045863106
8_8_2013-02-08,31439.61028810513
8_8_2013-02-15,28110.876534363684
8_8_2013-02-22,29395.325356641668
8_8_2013-03-01,29726.522418663248
8_8_2013-03-08,30716.128175820413
8_8_2013-03-15,28459.681706836483
8_8_2013-03-22,27311.608279654847
8_8_2013-03-29,27416.225244715853
8_8_2013-04-05,28319.023139805315
8_8_2013-04-12,26879.553795810425
8_8_2013-04-19,26816.871345672884
8_8_2013-04-26,27378.022358671795
8_8_2013-05-03,30787.223547993784
8_8_2013-05-10,29029.478035342414
8_8_2013-05-17,26777.27243060344
8_8_2013-05-24,27014.920115725203
8_8_2013-05-31,26678.70310780897
8_8_2013-06-07,31093.857208990426
8_8_2013-06-14,28486.05253460828
8_8_2013-06-21,27982.577550330763
8_8_2013-06-28,28350.36787231001
8_8_2013-07-05,30356.24790210392
8_8_2013-07-12,27169.48690931047
8_8_2013-07-19,27474.30474747992
8_8_2013-07-26,27014.036282688787
8_9_2012-11-02,10543.020311105282
8_9_2012-11-09,11124.22783783593
8_9_2012-11-16,11067.778677853079
8_9_2012-11-23,18861.84903807173
8_9_2012-11-30,18682.885583538267
8_9_2012-12-07,11101.41664233041
8_9_2012-12-14,12800.535934146346
8_9_2012-12-21,17146.29153141013
8_9_2012-12-28,10962.937615421042
8_9_2013-01-04,5452.430624351672
8_9_2013-01-11,6225.633578347362
8_9_2013-01-18,6478.751208383309
8_9_2013-01-25,7186.912160433475
8_9_2013-02-01,8990.160388435685
8_9_2013-02-08,7128.158295365792
8_9_2013-02-15,7619.379506849084
8_9_2013-02-22,7592.048664638008
8_9_2013-03-01,8352.367319322077
8_9_2013-03-08,11594.030002086249
8_9_2013-03-15,13676.90015799453
8_9_2013-03-22,13661.102797070318
8_9_2013-03-29,11954.367536705438
8_9_2013-04-05,16060.06256458901
8_9_2013-04-12,14543.449630322595
8_9_2013-04-19,15307.986177586721
8_9_2013-04-26,14726.379756257036
8_9_2013-05-03,17105.22025714542
8_9_2013-05-10,16149.486610733273
8_9_2013-05-17,16847.198364645774
8_9_2013-05-24,17127.19187897781
8_9_2013-05-31,16547.990083677396
8_9_2013-06-07,18960.103475414762
8_9_2013-06-14,19155.14694527773
8_9_2013-06-21,18481.93856955192
8_9_2013-06-28,17093.06734586789
8_9_2013-07-05,21146.162196879486
8_9_2013-07-12,17900.87628256069
8_9_2013-07-19,18851.516474329037
8_9_2013-07-26,19522.770291068777
8_10_2012-11-02,21356.907211490627
8_10_2012-11-09,20893.042939077837
8_10_2012-11-16,20620.89850728519
8_10_2012-11-23,19868.2632103376
8_10_2012-11-30,21840.947256186388
8_10_2012-12-07,19940.135786460112
8_10_2012-12-14,21189.729762554747
8_10_2012-12-21,21117.67495409154
8_10_2012-12-28,18747.374246803538
8_10_2013-01-04,18902.004141624937
8_10_2013-01-11,18279.666894247886
8_10_2013-01-18,18675.24349171002
8_10_2013-01-25,19484.009898729117
8_10_2013-02-01,22609.75108324446
8_10_2013-02-08,20009.02789304698
8_10_2013-02-15,22125.23927131565
8_10_2013-02-22,22915.186077678372
8_10_2013-03-01,20752.11174803573
8_10_2013-03-08,22356.86232613521
8_10_2013-03-15,22518.998159180494
8_10_2013-03-22,22120.36844459537
8_10_2013-03-29,21469.311308678436
8_10_2013-04-05,21440.451667800688
8_10_2013-04-12,20484.992062393194
8_10_2013-04-19,20769.788976907974
8_10_2013-04-26,20491.537900486346
8_10_2013-05-03,19577.060993584233
8_10_2013-05-10,17843.48393655009
8_10_2013-05-17,18198.153543893364
8_10_2013-05-24,18625.012633473085
8_10_2013-05-31,18586.534625586773
8_10_2013-06-07,20749.738619998137
8_10_2013-06-14,19829.99684347618
8_10_2013-06-21,19912.496685374088
8_10_2013-06-28,20827.043144235286
8_10_2013-07-05,21006.995716157628
8_10_2013-07-12,20401.118384393663
8_10_2013-07-19,19516.995747078996
8_10_2013-07-26,19118.546560242343
8_11_2012-11-02,19769.853303152697
8_11_2012-11-09,19757.770764792298
8_11_2012-11-16,17677.337631233993
8_11_2012-11-23,23894.057829587116
8_11_2012-11-30,19971.223986555055
8_11_2012-12-07,23393.59331994555
8_11_2012-12-14,21581.83742970038
8_11_2012-12-21,23328.33352820726
8_11_2012-12-28,21133.846373372886
8_11_2013-01-04,19656.63793712461
8_11_2013-01-11,16680.02969333287
8_11_2013-01-18,17506.27941571841
8_11_2013-01-25,18264.3970445701
8_11_2013-02-01,18255.349317962788
8_11_2013-02-08,17031.78346372782
8_11_2013-02-15,17210.441706138605
8_11_2013-02-22,17449.206490095763
8_11_2013-03-01,16708.505561010294
8_11_2013-03-08,16913.846630972515
8_11_2013-03-15,17055.77648848721
8_11_2013-03-22,17510.47160139826
8_11_2013-03-29,16610.546402674223
8_11_2013-04-05,17575.54952909768
8_11_2013-04-12,15573.087223842927
8_11_2013-04-19,16070.279145485532
8_11_2013-04-26,16139.391587361715
8_11_2013-05-03,15653.623300790494
8_11_2013-05-10,15073.538817960354
8_11_2013-05-17,15653.946916455156
8_11_2013-05-24,18483.248421975073
8_11_2013-05-31,19359.92117120226
8_11_2013-06-07,23578.517774024705
8_11_2013-06-14,21238.10347932314
8_11_2013-06-21,23392.167243356962
8_11_2013-06-28,22222.273528161855
8_11_2013-07-05,21615.19282126448
8_11_2013-07-12,20028.479265572543
8_11_2013-07-19,18461.75816382415
8_11_2013-07-26,20819.80592776569
8_12_2012-11-02,7162.966818325416
8_12_2012-11-09,6917.024059303596
8_12_2012-11-16,6891.117080005585
8_12_2012-11-23,5883.493779787072
8_12_2012-11-30,6084.2838444992385
8_12_2012-12-07,6371.438054122159
8_12_2012-12-14,5899.9580195910285
8_12_2012-12-21,6199.216970361785
8_12_2012-12-28,4841.433415748381
8_12_2013-01-04,4990.8851376679995
8_12_2013-01-11,5291.7017907363615
8_12_2013-01-18,5316.556358241713
8_12_2013-01-25,5791.336734159363
8_12_2013-02-01,6921.795951905911
8_12_2013-02-08,6510.7360160502285
8_12_2013-02-15,6324.7118046873475
8_12_2013-02-22,6414.731643045302
8_12_2013-03-01,6051.3680312697625
8_12_2013-03-08,6900.093163868848
8_12_2013-03-15,7218.7888058551625
8_12_2013-03-22,6779.923453083172
8_12_2013-03-29,6742.331985245123
8_12_2013-04-05,6779.916644124565
8_12_2013-04-12,7062.24259093431
8_12_2013-04-19,6987.547445710247
8_12_2013-04-26,7032.182731066001
8_12_2013-05-03,6993.855186238108
8_12_2013-05-10,6925.6980315904275
8_12_2013-05-17,7010.482343964376
8_12_2013-05-24,6856.563453844021
8_12_2013-05-31,6985.726244639704
8_12_2013-06-07,7218.285299061824
8_12_2013-06-14,7311.09604428361
8_12_2013-06-21,7251.376288642328
8_12_2013-06-28,6885.3723094558045
8_12_2013-07-05,6695.709264959404
8_12_2013-07-12,7071.851628866096
8_12_2013-07-19,7181.657178859726
8_12_2013-07-26,7131.666327332518
8_13_2012-11-02,26679.916843386913
8_13_2012-11-09,26549.67072342599
8_13_2012-11-16,25038.223226359933
8_13_2012-11-23,21063.02645111887
8_13_2012-11-30,24851.90241809728
8_13_2012-12-07,26385.740900040637
8_13_2012-12-14,23204.91699995771
8_13_2012-12-21,24195.876235301515
8_13_2012-12-28,21902.85331525532
8_13_2013-01-04,26050.296428733487
8_13_2013-01-11,24798.661465092588
8_13_2013-01-18,24618.239695643602
8_13_2013-01-25,24955.73580901857
8_13_2013-02-01,27457.23281528214
8_13_2013-02-08,26741.94107005139
8_13_2013-02-15,25745.14431650609
8_13_2013-02-22,25278.251188644543
8_13_2013-03-01,26647.998719114887
8_13_2013-03-08,26948.63542688626
8_13_2013-03-15,25639.60418808972
8_13_2013-03-22,24954.46255744777
8_13_2013-03-29,24941.04690768014
8_13_2013-04-05,25902.431415937506
8_13_2013-04-12,24407.804560767676
8_13_2013-04-19,24581.04288746582
8_13_2013-04-26,24903.139535865568
8_13_2013-05-03,24804.284715072925
8_13_2013-05-10,23589.819683198053
8_13_2013-05-17,23889.812299811787
8_13_2013-05-24,23909.274735911622
8_13_2013-05-31,23708.855275560083
8_13_2013-06-07,25274.89531028837
8_13_2013-06-14,24334.892863841254
8_13_2013-06-21,24014.05741914292
8_13_2013-06-28,23391.412061076993
8_13_2013-07-05,25651.393688528755
8_13_2013-07-12,24706.906948031476
8_13_2013-07-19,25631.273441109657
8_13_2013-07-26,24704.789744158825
8_14_2012-11-02,11735.487308688973
8_14_2012-11-09,11377.299792941609
8_14_2012-11-16,12390.470666367928
8_14_2012-11-23,27211.178045834346
8_14_2012-11-30,27145.732850356868
